Place,Total Housing Units,Occupied Units,Vacant Units,State ID,Place ID,Vacancy Rate
"Ak Chin CDP, Arizona",0,0,0,04,00940,
"Ali Chuk CDP, Arizona",41,31,10,04,01560,24.390243902439025
"Star Valley town, Arizona",1330,994,336,04,69480,25.263157894736842
"Cutter CDP, Arizona",8,0,8,04,17810,100.0
"Dateland CDP, Arizona",231,182,49,04,18160,21.21212121212121
"Deer Creek CDP, Arizona",162,120,42,04,18448,25.925925925925924
"Del Muerto CDP, Arizona",80,66,14,04,18490,17.5
"Doney Park CDP, Arizona",2041,1816,225,04,19740,11.024007839294464
"Donovan Estates CDP, Arizona",406,368,38,04,19790,9.35960591133005
"Dragoon CDP, Arizona",76,32,44,04,20330,57.89473684210527
"Dripping Springs CDP, Arizona",135,98,37,04,20560,27.40740740740741
"Drysdale CDP, Arizona",161,161,0,04,20570,0.0
"East Globe CDP, Arizona",75,50,25,04,21410,33.33333333333333
"East Verde Estates CDP, Arizona",116,57,59,04,21545,50.86206896551724
"El Capitan CDP, Arizona",41,41,0,04,21900,0.0
"Elephant Head CDP, Arizona",275,275,0,04,21980,0.0
"Elfrida CDP, Arizona",286,165,121,04,22080,42.30769230769231
"El Prado Estates CDP, Arizona",229,180,49,04,22400,21.397379912663755
"Flowing Springs CDP, Arizona",52,28,24,04,23955,46.15384615384615
"Fort Apache CDP, Arizona",58,49,9,04,24250,15.517241379310345
"Fort Mohave CDP, Arizona",8120,6417,1703,04,24895,20.972906403940886
"Fort Thomas CDP, Arizona",231,171,60,04,24950,25.97402597402597
"Fort Valley CDP, Arizona",630,587,43,04,25045,6.825396825396825
"Benton city, Arkansas",14289,12926,1363,05,05290,9.538806074602842
"East End CDP, Arkansas",2881,2609,272,05,20470,9.441166261714683
"North Crossett CDP, Arkansas",1439,1185,254,05,50240,17.651146629603893
"Rison city, Arkansas",599,456,143,05,59480,23.87312186978297
"McGehee city, Arkansas",1886,1576,310,05,42770,16.436903499469775
"Cale town, Arkansas",72,53,19,05,10480,26.38888888888889
"Big Flat town, Arkansas",53,17,36,05,05980,67.9245283018868
"Gilbert town, Arkansas",26,9,17,05,26800,65.38461538461539
"Letona town, Arkansas",122,103,19,05,39520,15.573770491803279
"Amity city, Arkansas",388,316,72,05,01360,18.556701030927837
"Fourche town, Arkansas",35,31,4,05,24760,11.428571428571429
"Hazen city, Arkansas",731,623,108,05,30940,14.774281805745554
"Beebe city, Arkansas",3429,2999,430,05,04600,12.540099154272383
"Judsonia city, Arkansas",919,769,150,05,36040,16.32208922742111
"Arkadelphia city, Arkansas",4212,3616,596,05,01870,14.150047483380817
"Bigelow town, Arkansas",109,65,44,05,05920,40.36697247706422
"Harrisburg city, Arkansas",1034,957,77,05,30400,7.446808510638298
"Danville city, Arkansas",921,684,237,05,17320,25.732899022801302
"Rockport city, Arkansas",337,312,25,05,60020,7.418397626112759
"Sunset town, Arkansas",102,71,31,05,68060,30.392156862745097
"Tinsman town, Arkansas",48,16,32,05,69350,66.66666666666666
"Traskwood city, Arkansas",199,167,32,05,69830,16.08040201005025
"Tyronza city, Arkansas",417,374,43,05,70700,10.311750599520384
"Vilonia city, Arkansas",1565,1442,123,05,71960,7.859424920127796
"Wabbaseka town, Arkansas",144,121,23,05,72230,15.972222222222221
"Wilson city, Arkansas",437,386,51,05,75920,11.670480549199084
"Wilton city, Arkansas",166,132,34,05,75980,20.481927710843372
"Winchester town, Arkansas",81,63,18,05,76010,22.22222222222222
"Bethel Heights city, Arkansas",776,739,37,05,05740,4.768041237113402
"Alexander city, Arkansas",1142,990,152,05,00580,13.309982486865149
"Avilla CDP, Arkansas",475,475,0,05,03010,0.0
"Dennard CDP, Arkansas",277,183,94,05,18340,33.935018050541515
"Brookland city, Arkansas",1392,1315,77,05,09100,5.531609195402299
"Center Ridge CDP, Arkansas",138,132,6,05,12790,4.3478260869565215
"Cherokee City CDP, Arkansas",28,28,0,05,13420,0.0
"Guy city, Arkansas",311,254,57,05,29230,18.327974276527332
"Hagarville CDP, Arkansas",92,45,47,05,29320,51.08695652173913
"Holiday Island CDP, Arkansas",1713,1171,542,05,32650,31.64039696438996
"Kirby CDP, Arkansas",333,297,36,05,37060,10.81081081081081
"Landmark CDP, Arkansas",1550,1216,334,05,38540,21.548387096774192
"Lost Bridge Village CDP, Arkansas",480,161,319,05,41555,66.45833333333333
"Maysville CDP, Arkansas",84,84,0,05,44810,0.0
"Midway CDP, Arkansas",367,367,0,05,45530,0.0
"Natural Steps CDP, Arkansas",153,153,0,05,48680,0.0
"New Blaine CDP, Arkansas",53,38,15,05,49070,28.30188679245283
"New Edinburg CDP, Arkansas",147,134,13,05,49220,8.843537414965986
"Reader CDP, Arkansas",95,84,11,05,58400,11.578947368421053
"Roland CDP, Arkansas",349,264,85,05,60470,24.355300859598856
"Rye CDP, Arkansas",73,59,14,05,61730,19.17808219178082
"Staves CDP, Arkansas",76,76,0,05,66800,0.0
"Sulphur Springs CDP, Arkansas",487,408,79,05,67790,16.2217659137577
"Tumbling Shoals CDP, Arkansas",686,432,254,05,70310,37.02623906705539
"Woodlawn CDP, Arkansas",65,65,0,05,76690,0.0
"Yarborough Landing CDP, Arkansas",283,225,58,05,77203,20.49469964664311
"Hermitage city, Arkansas",448,320,128,05,31540,28.57142857142857
"Bella Vista city, Arkansas",13328,12162,1166,05,04840,8.748499399759904
"Magnet Cove CDP, Arkansas",220,206,14,05,43430,6.363636363636363
"Southside city, Arkansas",1693,1445,248,05,65630,14.648552864737152
"Prescott city, Arkansas",1450,1010,440,05,57260,30.344827586206897
"Perry town, Arkansas",103,88,15,05,54650,14.563106796116504
"Havana city, Arkansas",160,136,24,05,30790,15.0
"Hensley CDP, Arkansas",89,42,47,05,31390,52.80898876404494
"Franklin CDP, Arizona",39,25,14,04,25650,35.8974358974359
"Freedom Acres CDP, Arizona",73,49,24,04,25735,32.87671232876712
"Geronimo Estates CDP, Arizona",192,0,192,04,26780,100.0
"Gila Crossing CDP, Arizona",182,168,14,04,27260,7.6923076923076925
"Golden Shores CDP, Arizona",1556,607,949,04,28190,60.98971722365039
"Goodyear Village CDP, Arizona",119,77,42,04,28465,35.294117647058826
"Grand Canyon West CDP, Arizona",11,0,11,04,28985,100.0
"Greer CDP, Arizona",211,18,193,04,29850,91.4691943127962
"Gu Oidak CDP, Arizona",49,18,31,04,30550,63.26530612244898
"Hackberry CDP, Arizona",67,48,19,04,30830,28.35820895522388
"Haigler Creek CDP, Arizona",68,21,47,04,30840,69.11764705882352
"Haivana Nakya CDP, Arizona",67,67,0,04,30850,0.0
"Hard Rock CDP, Arizona",47,20,27,04,31182,57.446808510638306
"Hondah CDP, Arizona",376,255,121,04,33440,32.180851063829785
"Hunter Creek CDP, Arizona",124,9,115,04,34700,92.74193548387096
"Icehouse Canyon CDP, Arizona",293,239,54,04,34980,18.43003412969283
"Indian Wells CDP, Arizona",86,68,18,04,35310,20.930232558139537
"Jakes Corner CDP, Arizona",55,55,0,04,36010,0.0
"Joseph City CDP, Arizona",555,490,65,04,36430,11.711711711711711
"Kaka CDP, Arizona",51,39,12,04,36780,23.52941176470588
"Katherine CDP, Arizona",118,57,61,04,36920,51.69491525423729
"Kino Springs CDP, Arizona",84,76,8,04,37935,9.523809523809524
"Klagetoh CDP, Arizona",75,56,19,04,38250,25.333333333333336
"Kohatk CDP, Arizona",0,0,0,04,38530,
"Rincon Valley CDP, Arizona",2040,1902,138,04,60120,6.764705882352941
"Rio Rico CDP, Arizona",6592,6108,484,04,60180,7.342233009708737
"Rye CDP, Arizona",47,47,0,04,61690,0.0
"Rock House CDP, Arizona",63,55,8,04,60770,12.698412698412698
"Roosevelt CDP, Arizona",40,21,19,04,61300,47.5
"Round Valley CDP, Arizona",210,194,16,04,61448,7.6190476190476195
"Sacate Village CDP, Arizona",71,36,35,04,61715,49.29577464788733
"Sacaton Flats Village CDP, Arizona",203,171,32,04,61800,15.763546798029557
"Saddlebrooke CDP, Arizona",6406,5440,966,04,61940,15.07961286294099
"St. Johns CDP, Arizona",155,137,18,04,62362,11.612903225806452
"Sanders CDP, Arizona",169,116,53,04,63050,31.360946745562128
"San Jose CDP, Arizona",223,159,64,04,63260,28.699551569506728
"San Miguel CDP, Arizona",83,52,31,04,63610,37.34939759036144
"San Simon CDP, Arizona",113,65,48,04,63820,42.47787610619469
"Santa Cruz CDP, Arizona",0,0,0,04,63960,
"San Tan Valley CDP, Arizona",34721,28402,6319,04,64210,18.199360617493735
"Scenic CDP, Arizona",833,637,196,04,64650,23.52941176470588
"Seba Dalkai CDP, Arizona",60,39,21,04,65167,35.0
"Sehili CDP, Arizona",49,26,23,04,65400,46.93877551020408
"Wet Camp Village CDP, Arizona",85,52,33,04,82060,38.82352941176471
"Wheatfields CDP, Arizona",395,226,169,04,82120,42.78481012658228
"Whispering Pines CDP, Arizona",209,77,132,04,82270,63.1578947368421
"Whitecone CDP, Arizona",321,230,91,04,82390,28.34890965732087
"White Hills CDP, Arizona",246,148,98,04,82425,39.83739837398374
"White Mountain Lake CDP, Arizona",1747,1035,712,04,82450,40.75558099599313
"Wide Ruins CDP, Arizona",6,0,6,04,82810,100.0
"Wikieup CDP, Arizona",104,59,45,04,82880,43.269230769230774
"Willow Canyon CDP, Arizona",74,0,74,04,83475,100.0
"Wintersburg CDP, Arizona",21,8,13,04,84000,61.904761904761905
"Wittmann CDP, Arizona",156,156,0,04,84140,0.0
"Woodruff CDP, Arizona",116,101,15,04,84350,12.931034482758621
"York CDP, Arizona",313,254,59,04,85260,18.849840255591054
"Yucca CDP, Arizona",83,57,26,04,85470,31.32530120481928
"Buckeye city, Arizona",20350,17687,2663,04,07940,13.085995085995087
"Gold Canyon CDP, Arizona",7574,5431,2143,04,28140,28.294164246105098
"Ko Vaya CDP, Arizona",7,4,3,04,38950,42.857142857142854
"Morristown CDP, Arizona",119,102,17,04,47750,14.285714285714285
"Red Rock CDP (Apache County), Arizona",57,42,15,04,59690,26.31578947368421
"Waldron city, Arkansas",1770,1241,529,05,72380,29.887005649717512
"Widener town, Arkansas",160,133,27,05,75560,16.875
"Viola town, Arkansas",182,143,39,05,72140,21.428571428571427
"Poyen town, Arkansas",107,92,15,05,57080,14.018691588785046
"Louann town, Arkansas",78,43,35,05,41630,44.871794871794876
"Fredonia (Biscoe) town, Arkansas",191,159,32,05,25060,16.75392670157068
"Bradford city, Arkansas",356,267,89,05,08260,25.0
"McRae city, Arkansas",336,311,25,05,43220,7.440476190476191
"Weiner city, Arkansas",352,322,30,05,73940,8.522727272727272
"Dardanelle city, Arkansas",1949,1629,320,05,17380,16.418676244227807
"Jacksonville city, Arkansas",12049,10286,1763,05,34750,14.631919661382685
"Blue Eye town, Arkansas",20,20,0,05,07150,0.0
"Egypt town, Arkansas",35,24,11,05,20920,31.428571428571427
"Rogers city, Arkansas",25266,23836,1430,05,60410,5.659779941423256
"Alpena town, Arkansas",159,146,13,05,01060,8.176100628930817
"Everton town, Arkansas",79,37,42,05,22450,53.16455696202531
"Hope city, Arkansas",4504,3422,1082,05,33190,24.02309058614565
"Hartman city, Arkansas",244,208,36,05,30520,14.754098360655737
"Barling city, Arkansas",2122,1932,190,05,03640,8.953817153628654
"McCrory city, Arkansas",791,617,174,05,42500,21.997471554993677
"Huttig city, Arkansas",311,227,84,05,34090,27.009646302250808
"Newport city, Arkansas",2732,2081,651,05,49580,23.828696925329428
"Fayetteville city, Arkansas",36956,34480,2476,05,23290,6.699859292131183
"Springdale city, Arkansas",27472,26168,1304,05,66080,4.746651135701805
"Tontitown city, Arkansas",1415,1319,96,05,69740,6.784452296819787
"Lake Hamilton CDP, Arkansas",1645,888,757,05,37930,46.01823708206687
"Marvell city, Arkansas",713,532,181,05,44420,25.385694249649372
"Charleston city, Arkansas",1215,1047,168,05,13300,13.82716049382716
"West Point town, Arkansas",55,48,7,05,74660,12.727272727272727
"Green Forest city, Arkansas",1077,936,141,05,28600,13.09192200557103
"St. Paul town, Arkansas",48,32,16,05,62060,33.33333333333333
"Ashdown city, Arkansas",2148,1925,223,05,02380,10.381750465549349
"Scranton city, Arkansas",115,101,14,05,62960,12.173913043478262
"Delaplaine town, Arkansas",56,43,13,05,18010,23.214285714285715
"Pineville town, Arkansas",116,84,32,05,55580,27.586206896551722
"Black Oak town, Arkansas",131,108,23,05,06610,17.557251908396946
"Subiaco town, Arkansas",166,151,15,05,67520,9.036144578313253
"Hackett city, Arkansas",398,344,54,05,29290,13.5678391959799
"Gentry city, Arkansas",1517,1427,90,05,26290,5.932762030323006
"Earle city, Arkansas",1046,855,191,05,20320,18.26003824091778
"Willisville town, Arkansas",169,163,6,05,75770,3.5502958579881656
"Jasper city, Arkansas",271,206,65,05,34900,23.985239852398525
"Mountainburg city, Arkansas",328,254,74,05,47300,22.5609756097561
"Bay city, Arkansas",894,789,105,05,04180,11.74496644295302
"Oxford city, Arkansas",382,254,128,05,52880,33.50785340314136
"Coy town, Arkansas",54,44,10,05,15790,18.51851851851852
"St. Francis city, Arkansas",110,83,27,05,61970,24.545454545454547
"Norman town, Arkansas",224,186,38,05,50030,16.964285714285715
"Cabot city, Arkansas",10557,9903,654,05,10300,6.1949417448138675
"Osceola city, Arkansas",3308,2886,422,05,52580,12.756952841596132
"Leachville city, Arkansas",945,844,101,05,39010,10.687830687830688
"El Dorado city, Arkansas",8767,7077,1690,05,21070,19.276833580472225
"Lincoln city, Arkansas",1010,927,83,05,39970,8.217821782178218
"Quitman city, Arkansas",448,380,68,05,57950,15.178571428571427
"Mulberry city, Arkansas",840,728,112,05,48200,13.333333333333334
"Mena city, Arkansas",2765,2315,450,05,45170,16.2748643761302
"Hector town, Arkansas",213,187,26,05,31150,12.206572769953052
"Beedeville town, Arkansas",55,34,21,05,04720,38.18181818181819
"Jacksonport town, Arkansas",78,65,13,05,34720,16.666666666666664
"Lonsdale town, Arkansas",50,44,6,05,41450,12.0
"Rockwell CDP, Arkansas",2286,1754,532,05,60110,23.27209098862642
"Beaver town, Arkansas",48,35,13,05,04540,27.083333333333332
"Red Rock CDP (Pinal County), Arizona",1144,1018,126,04,59760,11.013986013986015
"Theba CDP, Arizona",34,25,9,04,73490,26.47058823529412
"Whetstone CDP, Arizona",1155,976,179,04,82156,15.497835497835496
"Why CDP, Arizona",71,45,26,04,82670,36.61971830985916
"Tusayan town, Arizona",176,130,46,04,77490,26.136363636363637
"Seven Mile CDP, Arizona",214,205,9,04,65780,4.205607476635514
"Six Shooter Canyon CDP, Arizona",529,412,117,04,67295,22.117202268431
"So-Hi CDP, Arizona",181,157,24,04,67920,13.259668508287293
"Solomon CDP, Arizona",142,118,24,04,68010,16.901408450704224
"South Komelik CDP, Arizona",59,48,11,04,68670,18.64406779661017
"Stotonic Village CDP, Arizona",220,166,54,04,69872,24.545454545454547
"Summerhaven CDP, Arizona",182,42,140,04,70175,76.92307692307693
"Sunizona CDP, Arizona",212,115,97,04,70460,45.75471698113208
"Sun Valley CDP, Arizona",166,64,102,04,71160,61.44578313253012
"Sunwest CDP, Arizona",42,7,35,04,71220,83.33333333333334
"Sweet Water Village CDP, Arizona",27,22,5,04,71642,18.51851851851852
"Tonopah CDP, Arizona",25,25,0,04,74540,0.0
"Tat Momoli CDP, Arizona",13,13,0,04,72280,0.0
"Tees Toh CDP, Arizona",147,132,15,04,72630,10.204081632653061
"Tolani Lake CDP, Arizona",95,77,18,04,74120,18.947368421052634
"Tonto Village CDP, Arizona",167,118,49,04,74665,29.34131736526946
"Topawa CDP, Arizona",126,94,32,04,74680,25.396825396825395
"Topock CDP, Arizona",15,15,0,04,74750,0.0
"Toyei CDP, Arizona",3,0,3,04,75310,100.0
"Truxton CDP, Arizona",57,35,22,04,75590,38.59649122807017
"Turkey Creek CDP, Arizona",96,96,0,04,77415,0.0
"Upper Santan Village CDP, Arizona",188,161,27,04,78300,14.361702127659576
"Utting CDP, Arizona",74,67,7,04,78400,9.45945945945946
"Vaiva Vo CDP, Arizona",0,0,0,04,78680,
"Valentine CDP, Arizona",30,28,2,04,78820,6.666666666666667
"Valle CDP, Arizona",237,112,125,04,78855,52.742616033755276
"Valle Vista CDP, Arizona",1127,984,143,04,78865,12.688553682342501
"Ventana CDP, Arizona",16,11,5,04,79590,31.25
"Verde Village CDP, Arizona",5247,4748,499,04,79830,9.510196302649133
"Vernon CDP, Arizona",59,10,49,04,79870,83.05084745762711
"Vicksburg CDP, Arizona",412,345,67,04,79940,16.2621359223301
"Village of Oak Creek (Big Park) CDP, Arizona",4046,3120,926,04,80095,22.886801779535343
"Wagon Wheel CDP, Arizona",1223,561,662,04,80380,54.12919051512674
"Wahak Hotrontk CDP, Arizona",39,29,10,04,80430,25.64102564102564
"Wall Lane CDP, Arizona",139,125,14,04,80790,10.071942446043165
"Walnut Creek CDP, Arizona",304,304,0,04,80825,0.0
"Washington Park CDP, Arizona",174,70,104,04,81175,59.77011494252874
"Wellton Hills CDP, Arizona",135,102,33,04,81490,24.444444444444443
"Nazlini CDP, Arizona",155,96,59,04,49010,38.064516129032256
"Rock Point CDP, Arizona",195,148,47,04,60880,24.102564102564102
"Benson city, Arizona",2963,2236,727,04,05770,24.53594330070874
"Douglas city, Arizona",4666,3798,868,04,20050,18.602657522503215
"Huachuca City town, Arizona",1074,899,175,04,34120,16.294227188081937
"Black Canyon City CDP, Arizona",1838,1406,432,04,06610,23.5038084874864
"Camp Verde town, Arizona",4488,3956,532,04,09690,11.853832442067738
"Cornville CDP, Arizona",1664,1369,295,04,15920,17.728365384615387
"Lake Montezuma CDP, Arizona",2667,2177,490,04,39720,18.37270341207349
"Coolidge city, Arizona",4255,3567,688,04,15500,16.16921269095182
"Florence town, Arizona",6705,4559,2146,04,23760,32.00596569724086
"Top-of-the-World CDP, Arizona",142,142,0,04,74820,0.0
"Kykotsmovi Village CDP, Arizona",349,252,97,04,39100,27.793696275071632
"Winslow city, Arizona",2933,2496,437,04,83930,14.899420388680532
"Ajo CDP, Arizona",2131,1333,798,04,00870,37.44720788362271
"Marana town, Arizona",17536,15936,1600,04,44270,9.124087591240876
"Tacna CDP, Arizona",411,284,127,04,71790,30.900243309002434
"Window Rock CDP, Arizona",1061,824,237,04,83720,22.33741753063148
"Sierra Vista city, Arizona",19923,17027,2896,04,66820,14.535963459318376
"Norfork city, Arkansas",365,228,137,05,50000,37.534246575342465
"Moorefield town, Arkansas",80,68,12,05,46730,15.0
"Fargo town, Arkansas",48,36,12,05,23140,25.0
"England city, Arkansas",1248,1106,142,05,21730,11.378205128205128
"Humnoke city, Arkansas",118,99,19,05,33820,16.101694915254235
"Banks town, Arkansas",81,66,15,05,03430,18.51851851851852
"Montrose city, Arkansas",181,150,31,05,46670,17.12707182320442
"Wynne city, Arkansas",3489,3019,470,05,77090,13.47090856979077
"Dumas city, Arkansas",2031,1734,297,05,19990,14.623338257016247
"Rosston town, Arkansas",158,130,28,05,61040,17.72151898734177
"Horatio city, Arkansas",435,371,64,05,33310,14.71264367816092
"Wiederkehr Village city, Arkansas",15,15,0,05,75570,0.0
"Ash Flat city, Arkansas",530,473,57,05,02470,10.754716981132075
"Wilmar city, Arkansas",198,144,54,05,75860,27.27272727272727
"Piney CDP, Arkansas",2227,1945,282,05,55610,12.662775033677592
"London city, Arkansas",432,320,112,05,41270,25.925925925925924
"Menifee town, Arkansas",98,63,35,05,45200,35.714285714285715
