,NAME,GEO_ID,2000,2010,2015
3115,"Point Place CDP, Louisiana",1600000US2261473,400,510,365
3116,"Prairieville CDP, Louisiana",1600000US2262385,26895,26132,29721
3117,"Presquille CDP, Louisiana",1600000US2262510,1807,1340,1730
3118,"Prospect CDP, Louisiana",1600000US2262733,476,544,525
3119,"Reddell CDP, Louisiana",1600000US2263890,733,617,628
3120,"Roanoke CDP, Louisiana",1600000US2265290,546,600,441
3121,"Rock Hill CDP, Louisiana",1600000US2265535,274,265,216
3122,"Romeville CDP, Louisiana",1600000US2265850,130,151,257
3123,"St. James CDP, Louisiana",1600000US2267355,828,727,877
3124,"St. Maurice CDP, Louisiana",1600000US2267635,323,368,439
3125,"Singer CDP, Louisiana",1600000US2270665,287,429,632
3126,"Siracusaville CDP, Louisiana",1600000US2270675,422,507,463
3127,"Sorrel CDP, Louisiana",1600000US2271190,766,704,620
3128,"Spokane CDP, Louisiana",1600000US2272310,442,366,266
3129,"Starks CDP, Louisiana",1600000US2272975,664,845,601
3130,"Start CDP, Louisiana",1600000US2273010,905,852,1041
3131,"Sugartown CDP, Louisiana",1600000US2273570,54,48,0
3132,"Triumph CDP, Louisiana",1600000US2276440,216,32,215
3133,"Union CDP, Louisiana",1600000US2277035,892,741,1051
3134,"Venice CDP, Louisiana",1600000US2278015,202,95,257
3135,"Ventress CDP, Louisiana",1600000US2278050,890,1041,1121
3136,"Vienna Bend CDP, Louisiana",1600000US2278545,1251,1119,1335
3137,"Wallace Ridge CDP, Louisiana",1600000US2279310,710,887,286
3138,"Watson CDP, Louisiana",1600000US2280010,1047,1444,905
3139,"Welcome CDP, Louisiana",1600000US2280360,800,1226,971
3140,"Sharon Springs city, Kansas",1600000US2064375,748,641,701
3141,"Central city, Louisiana",1600000US2213960,26864,26887,27768
3142,"Mansfield city, Louisiana",1600000US2248365,5001,5179,4995
3143,"Coventry Lake CDP, Connecticut",1600000US0917835,2990,2782,3393
3144,"Storrs CDP, Connecticut",1600000US0973980,15344,14134,15914
3145,"Ansonia city, Connecticut",1600000US0901150,19249,19163,19035
3146,"Naugatuck borough, Connecticut",1600000US0949880,31862,31746,31722
3147,"North Haven CDP, Connecticut",1600000US0954940,24093,23927,23937
3148,"Kensington CDP, Connecticut",1600000US0940150,8459,8761,8824
3149,"Woodbury Center CDP, Connecticut",1600000US0987980,1294,1476,1438
3150,"Darien CDP, Connecticut",1600000US0918920,20732,20414,21392
3151,"Clinton CDP, Connecticut",1600000US0915420,3368,3469,3498
3152,"East Hampton CDP, Connecticut",1600000US0922420,2691,2576,2643
3153,"Norwalk city, Connecticut",1600000US0955990,85603,84611,87701
3154,"East Brooklyn CDP, Connecticut",1600000US0921160,1638,1539,1672
3155,"Moosup CDP, Connecticut",1600000US0949180,3231,2930,3192
3156,"Quinebaug CDP, Connecticut",1600000US0963270,1133,1283,1102
3157,"Wauregan CDP, Connecticut",1600000US0980630,1205,903,1428
3158,"Madison Center CDP, Connecticut",1600000US0944630,2290,2245,2421
3159,"Westlake city, Florida",1600000US1276417,,,
3160,"Hampton city, Florida",1600000US1228575,500,620,412
3161,"Starke city, Florida",1600000US1268525,5449,5595,5401
3162,"Altha town, Florida",1600000US1201000,536,625,670
3163,"Holmes Beach city, Florida",1600000US1232150,3836,4136,4045
3164,"Butler Beach CDP, Florida",1600000US1209630,4951,5162,5629
3165,"Crescent Beach CDP, Florida",1600000US1215325,931,1149,859
3166,"Clayton city, Georgia",1600000US1316656,2047,2069,2068
3167,"Sky Valley city, Georgia",1600000US1371282,272,388,325
3168,"Santa Claus city, Georgia",1600000US1368600,165,207,270
3169,"Jesup city, Georgia",1600000US1342268,10214,10176,10163
3170,"Franklin city, Georgia",1600000US1331292,993,1143,890
3171,"Stapleton city, Georgia",1600000US1373004,438,307,471
3172,"East Point city, Georgia",1600000US1325720,33712,34382,35357
3173,"Centralhatchee town, Georgia",1600000US1315026,408,341,418
3174,"Millen city, Georgia",1600000US1351520,3120,3199,3003
3175,"Avera city, Georgia",1600000US1304448,246,282,282
3176,"Lindale CDP, Georgia",1600000US1346580,4191,4801,4041
3177,"Cumming city, Georgia",1600000US1320932,5430,5283,5588
3178,"Arcade city, Georgia",1600000US1302648,1786,1711,1471
3179,"Talmo town, Georgia",1600000US1375412,180,232,214
3180,"Warm Springs city, Georgia",1600000US1380480,425,307,518
3181,"Higgston town, Georgia",1600000US1338348,323,392,429
3182,"Uvalda city, Georgia",1600000US1378744,598,598,565
3183,"Eton city, Georgia",1600000US1327932,910,732,1122
3184,"Bishop town, Georgia",1600000US1308200,224,309,296
3185,"Perry city, Georgia",1600000US1360340,13839,13119,14991
3186,"Warner Robins city, Georgia",1600000US1380508,66588,63271,72520
3187,"Dallas city, Georgia",1600000US1321324,11544,10754,12363
3188,"Hilltop CDP, Georgia",1600000US1338866,262,520,293
3189,"Maxeys town, Georgia",1600000US1350260,224,159,301
3190,"Dillard city, Georgia",1600000US1322976,339,210,401
3191,"Hiram city, Georgia",1600000US1339076,3546,3305,3681
3192,"Rocky Ford town, Georgia",1600000US1366444,144,74,221
3193,"Forest Park city, Georgia",1600000US1330536,18468,19322,18953
3194,"Morrow city, Georgia",1600000US1353004,6445,6281,6982
3195,"Thomaston city, Georgia",1600000US1376168,9170,9225,9032
3196,"Palmetto city, Georgia",1600000US1358884,4488,4222,4928
3197,"Phillipsburg CDP, Georgia",1600000US1360508,707,1204,459
3198,"Sunset Village CDP, Georgia",1600000US1374768,846,1067,803
3199,"Sunnyside CDP, Georgia",1600000US1374628,1303,1578,1413
3200,"Prestbury CDP, Illinois",1600000US1761821,1722,1814,1580
3201,"Rentchler CDP, Illinois",1600000US1763355,34,0,0
3202,"Seymour CDP, Illinois",1600000US1768809,303,303,373
3203,"The Galena Territory CDP, Illinois",1600000US1774970,1058,1150,996
3204,"Twin Grove CDP, Illinois",1600000US1776511,1564,1438,1789
3205,"West Union CDP, Illinois",1600000US1780879,288,421,354
3206,"West York CDP, Illinois",1600000US1780957,129,33,152
3207,"White Heath CDP, Illinois",1600000US1781295,290,307,234
3208,"Goofy Ridge CDP, Illinois",1600000US1730510,350,294,167
3209,"Westervelt CDP, Illinois",1600000US1780255,128,26,107
3210,"Watseka city, Illinois",1600000US1779228,5255,5398,5426
3211,"Wellington village, Illinois",1600000US1779735,242,214,268
3212,"Stonefort village, Illinois",1600000US1772884,297,194,404
3213,"Bement village, Illinois",1600000US1705144,1730,2165,1744
3214,"Mansfield village, Illinois",1600000US1746487,906,983,896
3215,"Malta village, Illinois",1600000US1746279,1164,823,1118
3216,"Sycamore city, Illinois",1600000US1774223,17519,16800,17572
3217,"White Hall city, Illinois",1600000US1781256,2520,2515,2569
3218,"Wilmington village, Illinois",1600000US1782088,142,99,128
3219,"Media village, Illinois",1600000US1748073,107,165,148
3220,"Willisville village, Illinois",1600000US1781867,633,683,448
3221,"Shumway village, Illinois",1600000US1769797,202,144,188
3222,"Dallas City city, Illinois",1600000US1718420,945,1062,1254
3223,"Argenta village, Illinois",1600000US1701972,947,919,958
3224,"Maroa city, Illinois",1600000US1747072,1801,2092,1724
3225,"Ellis Grove village, Illinois",1600000US1723503,363,348,439
3226,"Willowbrook CDP, Illinois",1600000US1781938,2076,2402,2044
3227,"Hollowayville village, Illinois",1600000US1735671,84,60,68
3228,"Cedarville village, Illinois",1600000US1712008,741,885,633
3229,"Rock City village, Illinois",1600000US1764837,315,387,288
3230,"Minonk city, Illinois",1600000US1749568,2078,2548,2087
3231,"Panola village, Illinois",1600000US1757524,45,40,53
3232,"Mount Vernon city, Illinois",1600000US1751180,15277,15003,15136
3233,"St. Pete Beach city, Florida",1600000US1262885,9346,9494,9466
3234,"Belle Isle city, Florida",1600000US1205300,5988,6072,6403
3235,"Paradise Heights CDP, Florida",1600000US1254912,1215,989,823
3236,"Southchase CDP, Florida",1600000US1267270,15921,16482,14987
3237,"Fort Myers Beach town, Florida",1600000US1224150,6277,6536,6668
3238,"Harlem Heights CDP, Florida",1600000US1228937,1975,1585,1423
3239,"Matlacha CDP, Florida",1600000US1243475,677,754,851
3240,"Pine Manor CDP, Florida",1600000US1257025,3428,2842,4451
3241,"Thonotosassa CDP, Florida",1600000US1271725,13014,11911,13292
3242,"Beacon Square CDP, Florida",1600000US1204650,7224,7596,6564
3243,"Iona CDP, Florida",1600000US1234012,15369,14822,13830
3244,"Olga CDP, Florida",1600000US1251400,1952,1732,2104
3245,"Suncoast Estates CDP, Florida",1600000US1269275,4384,3865,4570
3246,"Lacoochee CDP, Florida",1600000US1237275,1714,2084,1630
3247,"Goodland CDP, Florida",1600000US1226775,267,366,330
3248,"Naples Manor CDP, Florida",1600000US1247650,5562,5274,5566
3249,"Orangetree CDP, Florida",1600000US1252162,4406,4265,5248
3250,"Hernando Beach CDP, Florida",1600000US1229437,2299,2388,2376
3251,"Ridge Manor CDP, Florida",1600000US1260325,4513,4148,4593
3252,"Grove City CDP, Florida",1600000US1227775,1804,1801,1982
3253,"Dundee town, Florida",1600000US1218550,3717,3630,3908
3254,"Medulla CDP, Florida",1600000US1243925,8892,8210,8334
3255,"Winter Haven city, Florida",1600000US1278275,33874,33127,35835
3256,"Monticello city, Florida",1600000US1246500,2506,2543,2006
3257,"Perry village, Illinois",1600000US1759156,397,442,329
3258,"Pleasant Hill village, Illinois",1600000US1760534,966,1328,1110
3259,"Ohlman village, Illinois",1600000US1755418,135,120,110
3260,"Pearl City village, Illinois",1600000US1758369,838,813,884
3261,"Peoria Heights village, Illinois",1600000US1759026,6156,6273,6046
3262,"Spring Bay village, Illinois",1600000US1771604,452,595,502
3263,"Coleta village, Illinois",1600000US1715469,164,153,212
3264,"Erie village, Illinois",1600000US1724374,1602,1687,1507
3265,"Longview village, Illinois",1600000US1744602,153,128,146
3266,"Tolono village, Illinois",1600000US1775614,3447,3614,3066
3267,"Urbana city, Illinois",1600000US1777005,41250,40801,41988
3268,"Aroma Park village, Illinois",1600000US1702258,743,814,659
3269,"Bloomingdale village, Illinois",1600000US1706587,22018,21877,22261
3270,"Lombard village, Illinois",1600000US1744407,43165,42722,43957
3271,"Westmont village, Illinois",1600000US1780645,24685,24494,25389
3272,"Wheaton city, Illinois",1600000US1781048,52894,53141,53585
3273,"Manteno village, Illinois",1600000US1746500,9204,8551,9251
3274,"Anchor village, Illinois",1600000US1701361,146,136,145
3275,"Hudson village, Illinois",1600000US1736438,1838,1975,1931
3276,"Meredosia village, Illinois",1600000US1748424,1044,1009,1043
3277,"Waverly city, Illinois",1600000US1779358,1307,1239,1201
3278,"McNabb village, Illinois",1600000US1745850,285,317,360
3279,"Armington village, Illinois",1600000US1702206,343,391,360
3280,"Minier village, Illinois",1600000US1749555,1252,1179,1346
3281,"East Dundee village, Illinois",1600000US1721696,2860,2928,3074
3282,"Elburn village, Illinois",1600000US1722931,5602,5310,5785
3283,"Hampshire village, Illinois",1600000US1732525,5563,5101,5851
3284,"Equality village, Illinois",1600000US1724348,595,719,551
3285,"New Haven village, Illinois",1600000US1752506,433,529,373
3286,"Island Lake village, Illinois",1600000US1737894,8080,8223,8041
3287,"Matherville village, Illinois",1600000US1747527,723,720,960
3288,"Viola village, Illinois",1600000US1778123,955,1037,897
3289,"Hull village, Illinois",1600000US1736516,461,408,499
3290,"Kinderhook village, Illinois",1600000US1739922,216,244,269
3291,"Milton village, Illinois",1600000US1749477,271,253,287
3292,"Golden Gate village, Illinois",1600000US1730250,68,62,66
3293,"Dalzell village, Illinois",1600000US1718459,717,694,725
3294,"Marseilles city, Illinois",1600000US1747150,5094,5159,4757
3295,"Morrison city, Illinois",1600000US1750530,4188,3970,4225
3296,"Sterling city, Illinois",1600000US1772546,15370,15450,15170
3297,"McClure village, Illinois",1600000US1745525,402,393,376
3298,"Curran village, Illinois",1600000US1718147,212,162,190
3299,"Somerset CDP, Indiana",1600000US1870524,401,649,502
3300,"Stockwell CDP, Indiana",1600000US1873340,545,616,594
3301,"Tecumseh CDP, Indiana",1600000US1875176,658,733,734
3302,"Toad Hop CDP, Indiana",1600000US1876022,108,51,52
3303,"Vallonia CDP, Indiana",1600000US1878290,336,471,274
3304,"Van Bibber Lake CDP, Indiana",1600000US1878380,485,526,276
3305,"Waldron CDP, Indiana",1600000US1879568,804,831,603
3306,"Westphalia CDP, Indiana",1600000US1883204,202,143,79
3307,"West Point CDP, Indiana",1600000US1883222,594,571,566
3308,"Wheeler CDP, Indiana",1600000US1883600,443,450,347
3309,"Williams CDP, Indiana",1600000US1884338,286,212,322
3310,"New Point town, Indiana",1600000US1853478,331,344,315
3311,"Salamonia town, Indiana",1600000US1867302,157,216,232
3312,"Frankton town, Indiana",1600000US1825702,1862,1942,1878
3313,"Rising Sun city, Indiana",1600000US1864674,2304,2478,2456
3314,"Royal Kunia CDP, Hawaii",1600000US1568815,14525,15591,14198
3315,"Wailea CDP, Hawaii",1600000US1576925,5938,6483,5656
3316,"Waiohinu CDP, Hawaii",1600000US1579550,213,0,112
3317,"West Loch Estate CDP, Hawaii",1600000US1580470,5485,5501,5364
3318,"Nanakuli CDP, Hawaii",1600000US1553900,12666,12654,12405
3319,"Pupukea CDP, Hawaii",1600000US1566800,4551,4407,5705
3320,"Waialua CDP, Hawaii",1600000US1574000,3860,3968,3690
3321,"Waipio CDP, Hawaii",1600000US1579860,11674,12583,11261
3322,"Leilani Estates CDP, Hawaii",1600000US1544562,1560,1563,1557
3323,"Hawi CDP, Hawaii",1600000US1513600,1081,1163,1345
3324,"Wainaku CDP, Hawaii",1600000US1578950,1224,1414,1388
3325,"Eleele CDP, Hawaii",1600000US1507000,2390,2213,2604
3326,"Waimanalo CDP, Hawaii",1600000US1578050,5451,6581,6164
3327,"Captain Cook CDP, Hawaii",1600000US1503850,3429,3168,4594
3328,"Halaula CDP, Hawaii",1600000US1509700,469,528,530
3329,"Honalo CDP, Hawaii",1600000US1516000,2423,2636,2571
3330,"Honokaa CDP, Hawaii",1600000US1516450,2258,2839,2359
3331,"Kailua CDP (Hawaii County), Hawaii",1600000US1523000,11975,13059,12652
3332,"Puako CDP, Hawaii",1600000US1565150,772,934,741
3333,"Haliimaile CDP, Hawaii",1600000US1510900,964,1113,1190
3334,"Lanai City CDP, Hawaii",1600000US1543700,3102,3335,3519
3335,"Paia CDP, Hawaii",1600000US1560200,2668,2990,2561
3336,"Pukalani CDP, Hawaii",1600000US1565900,7574,8075,8072
3337,"Hanalei CDP, Hawaii",1600000US1511500,450,668,210
3338,"Poipu CDP, Hawaii",1600000US1564550,979,854,1042
3339,"Waimea CDP (Kauai County), Hawaii",1600000US1578800,1855,1502,1690
3340,"Hickam Housing CDP, Hawaii",1600000US1514200,6920,7011,9243
3341,"Iroquois Point CDP, Hawaii",1600000US1519100,3374,2851,3935
3342,"Kaneohe Station CDP, Hawaii",1600000US1528400,9517,10191,11285
3343,"Maunawili CDP, Hawaii",1600000US1550750,2040,2106,2149
3344,"Waimanalo Beach CDP, Hawaii",1600000US1578200,4481,4629,4255
3345,"Waipio Acres CDP, Hawaii",1600000US1580000,5236,5686,4961
3346,"Whitmore Village CDP, Hawaii",1600000US1580900,4499,4678,4919
3347,"Honomu CDP, Hawaii",1600000US1517450,509,598,364
3348,"Kalaoa CDP, Hawaii",1600000US1525400,9644,8669,12214
3349,"Naalehu CDP, Hawaii",1600000US1553600,866,833,847
3350,"Orchidlands Estates CDP, Hawaii",1600000US1558775,2815,2375,3305
3351,"Volcano CDP, Hawaii",1600000US1572350,2575,2082,2430
3352,"Omao CDP, Hawaii",1600000US1557800,1301,1385,1270
3353,"Hanapepe CDP, Hawaii",1600000US1511800,2638,2736,2630
3354,"Kalihiwai CDP, Hawaii",1600000US1526750,428,257,271
3355,"Lihue CDP, Hawaii",1600000US1545200,6455,7387,7360
3356,"Maili CDP, Hawaii",1600000US1547300,9488,8065,8910
3357,"Waianae CDP, Hawaii",1600000US1574450,13177,12639,13632
3358,"Waikane CDP, Hawaii",1600000US1575800,778,753,771
3359,"Waipahu CDP, Hawaii",1600000US1579700,38216,40221,41165
3360,"Kapalua CDP, Hawaii",1600000US1529725,353,509,322
3361,"Lahaina CDP, Hawaii",1600000US1542950,11704,10678,12118
3362,"Wainiha CDP, Hawaii",1600000US1579250,318,0,168
3363,"Wailua CDP, Hawaii",1600000US1577000,2254,2558,2584
3364,"Kahaluu CDP, Hawaii",1600000US1521200,4738,4392,4565
3365,"Pearl City CDP, Hawaii",1600000US1562600,47698,44502,47021
3366,"Mulberry Grove village, Illinois",1600000US1751284,634,762,662
3367,"Glasgow village, Illinois",1600000US1729496,141,150,126
3368,"Bartelso village, Illinois",1600000US1704000,595,608,608
3369,"Hoffman village, Illinois",1600000US1735398,508,574,474
3370,"Trenton city, Illinois",1600000US1775991,2715,2686,2698
3371,"Elliott village, Illinois",1600000US1723425,295,307,239
3372,"Walled Lake city, Michigan",1600000US2683060,6999,6941,7091
3373,"Goodrich village, Michigan",1600000US2632980,1860,1801,1823
3374,"Lake Fenton CDP, Michigan",1600000US2644520,5559,5315,5512
3375,"Standish city, Michigan",1600000US2676120,1509,1964,1701
3376,"Twining village, Michigan",1600000US2681020,181,188,171
3377,"Greenville city, Michigan",1600000US2635100,8481,8470,8443
3378,"Bay Shore CDP, Michigan",1600000US2606180,754,,841
3379,"Caro city, Michigan",1600000US2613420,,4583,4142
3380,"Ashley village, Michigan",1600000US2603740,563,617,494
3381,"Elkton village, Michigan",1600000US2625360,808,905,862
3382,"Owendale village, Michigan",1600000US2661920,241,238,210
3383,"Lakeview village, Michigan",1600000US2645240,1007,1066,1073
3384,"Mayville village, Michigan",1600000US2652540,950,1067,962
3385,"Linden city, Michigan",1600000US2647820,3991,3843,3886
3386,"Montrose city, Michigan",1600000US2655280,1657,1690,1659
3387,"Mount Morris city, Michigan",1600000US2655960,3086,3141,3003
3388,"Millington village, Michigan",1600000US2654220,1072,1004,886
3389,"Vassar city, Michigan",1600000US2681840,2697,2722,2648
3390,"Hart city, Michigan",1600000US2636920,2126,2101,2105
3391,"Muskegon Heights city, Michigan",1600000US2656360,10856,11157,10809
3392,"Wolf Lake CDP, Michigan",1600000US2688220,4104,4086,4475
3393,"Bear Lake village, Michigan",1600000US2606460,286,334,275
3394,"Scottville city, Michigan",1600000US2672080,1214,1149,1283
3395,"Zeeland city, Michigan",1600000US2689260,5504,5610,5591
3396,"Prudenville CDP, Michigan",1600000US2666400,1682,1653,1578
3397,"Roscommon village, Michigan",1600000US2669540,1075,1045,1179
3398,"Millersburg village, Michigan",1600000US2654120,206,180,182
3399,"Franklin village, Michigan",1600000US2630340,3150,3139,3198
3400,"Lake Angelus city, Michigan",1600000US2644440,290,294,269
3401,"Leonard village, Michigan",1600000US2646940,403,314,390
3402,"Pontiac city, Michigan",1600000US2665440,59515,60982,59928
